Action,Sequence,Data
victorious,22,[0.5006197690963745 0.5808308720588684 -0.8828452825546265 ... 0.0 0.0 0.0]
victorious,22,[0.5005918741226196 0.5801175236701965 -0.9021005630493164 ... 0.0 0.0 0.0]
victorious,23,[0.5005605816841125 0.5741652846336365 -0.8844084739685059 ... 0.0 0.0 0.0]
victorious,23,[0.5003829002380371 0.5747818350791931 -0.7905405163764954 ... 0.0 0.0 0.0]
victorious,23,[0.4995332658290863 0.5759894251823425 -0.8990272283554077 ... 0.0 0.0 0.0]
victorious,23,[0.49957937002182007 0.5759410262107849 -0.76563560962677 ... 0.0 0.0 0.0]
victorious,23,[0.4995136260986328 0.5758999586105347 -0.789956271648407 ... 0.0 0.0 0.0]
victorious,23,[0.499506413936615 0.5758635401725769 -0.8231964111328125 ... 0.0 0.0 0.0]
victorious,23,[0.4995573163032532 0.5754985809326172 -0.824661135673523 ... 0.0 0.0 0.0]
victorious,23,[0.4995787739753723 0.5746236443519592 -0.9092687368392944 ... 0.0 0.0 0.0]
victorious,23,[0.4995758533477783 0.5741769075393677 -0.8868125677108765 ... 0.0 0.0 0.0]
victorious,23,"[0.49997520446777344 0.5741097927093506 -0.8381854295730591 ... 0.0 0.0
 0.0]"
victorious,23,[0.5000392198562622 0.5739268660545349 -0.8357827067375183 ... 0.0 0.0 0.0]
victorious,23,[0.5001354813575745 0.573773980140686 -0.8837308883666992 ... 0.0 0.0 0.0]
victorious,23,[0.5000759363174438 0.5751604437828064 -0.8115784525871277 ... 0.0 0.0 0.0]
victorious,23,[0.5001361966133118 0.5737589001655579 -0.8696100115776062 ... 0.0 0.0 0.0]
victorious,23,[0.5002764463424683 0.5737725496292114 -0.8570602536201477 ... 0.0 0.0 0.0]
victorious,23,[0.5000629425048828 0.5744809508323669 -0.8321430087089539 ... 0.0 0.0 0.0]
victorious,23,[0.5003263354301453 0.5745399594306946 -0.8578709363937378 ... 0.0 0.0 0.0]
victorious,23,[0.5006403923034668 0.5749123692512512 -0.9371875524520874 ... 0.0 0.0 0.0]
victorious,23,[0.5010226964950562 0.5748937129974365 -0.8635121583938599 ... 0.0 0.0 0.0]
victorious,23,[0.5012286305427551 0.5748899579048157 -0.8820368051528931 ... 0.0 0.0 0.0]
victorious,23,[0.5013212561607361 0.5748776197433472 -0.8362825512886047 ... 0.0 0.0 0.0]
victorious,23,[0.5013488531112671 0.574791669845581 -0.7990977168083191 ... 0.0 0.0 0.0]
victorious,23,[0.5013591051101685 0.5747194886207581 -0.8387494087219238 ... 0.0 0.0 0.0]
victorious,23,[0.5000635385513306 0.5751813650131226 -0.7966933250427246 ... 0.0 0.0 0.0]
victorious,23,[0.5000215768814087 0.5759475827217102 -0.7921040654182434 ... 0.0 0.0 0.0]
victorious,23,[0.5000162720680237 0.5762185454368591 -0.8617933988571167 ... 0.0 0.0 0.0]
victorious,23,[0.4998668134212494 0.5763156414031982 -0.8758306503295898 ... 0.0 0.0 0.0]
victorious,23,"[0.49967044591903687 0.5764563083648682 -0.9196354746818542 ... 0.0 0.0
 0.0]"
victorious,23,[0.4996117651462555 0.5763546228408813 -0.8410419225692749 ... 0.0 0.0 0.0]
victorious,23,"[0.49954408407211304 0.5761451721191406 -0.8322299718856812 ... 0.0 0.0
 0.0]"
victorious,24,[0.5013362169265747 0.5743024349212646 -0.7461996674537659 ... 0.0 0.0 0.0]
victorious,24,[0.5021482706069946 0.575283944606781 -0.7762768864631653 ... 0.0 0.0 0.0]
victorious,24,[0.5068443417549133 0.5716811418533325 -0.7903435826301575 ... 0.0 0.0 0.0]
victorious,24,[0.5067062377929688 0.5710580945014954 -0.7940804958343506 ... 0.0 0.0 0.0]
victorious,24,[0.506568193435669 0.5698028802871704 -0.7969397306442261 ... 0.0 0.0 0.0]
victorious,24,[0.5061339139938354 0.5697910785675049 -0.8391040563583374 ... 0.0 0.0 0.0]
victorious,24,[0.5058214664459229 0.5695439577102661 -0.8322939872741699 ... 0.0 0.0 0.0]
victorious,24,[0.5057398080825806 0.5693692564964294 -0.8567621111869812 ... 0.0 0.0 0.0]
victorious,24,[0.505728542804718 0.5693710446357727 -0.8643460273742676 ... 0.0 0.0 0.0]
victorious,24,[0.5057192444801331 0.5692659616470337 -0.8450590372085571 ... 0.0 0.0 0.0]
victorious,24,[0.5063459873199463 0.5692655444145203 -0.8558979034423828 ... 0.0 0.0 0.0]
victorious,24,[0.5063824653625488 0.569682240486145 -0.7912127375602722 ... 0.0 0.0 0.0]
victorious,24,[0.5030567049980164 0.5754725933074951 -0.7837954759597778 ... 0.0 0.0 0.0]
victorious,24,[0.5061681866645813 0.5697045922279358 -0.8638960719108582 ... 0.0 0.0 0.0]
victorious,24,[0.5061675906181335 0.5697011351585388 -0.9270502328872681 ... 0.0 0.0 0.0]
victorious,24,[0.5063256621360779 0.5696992874145508 -0.9153186082839966 ... 0.0 0.0 0.0]
victorious,24,[0.5074847936630249 0.5697998404502869 -0.7696366906166077 ... 0.0 0.0 0.0]
victorious,24,[0.5085752606391907 0.5693013072013855 -0.7769867181777954 ... 0.0 0.0 0.0]
victorious,24,[0.5090445280075073 0.5683867931365967 -0.7868521809577942 ... 0.0 0.0 0.0]
victorious,24,[0.5091589093208313 0.5676896572113037 -0.793495774269104 ... 0.0 0.0 0.0]
victorious,24,[0.5088680386543274 0.5675587058067322 -0.8181923627853394 ... 0.0 0.0 0.0]
victorious,24,[0.5088514685630798 0.5671180486679077 -0.8166731595993042 ... 0.0 0.0 0.0]
victorious,24,[0.5086947083473206 0.5669830441474915 -0.8398498296737671 ... 0.0 0.0 0.0]
victorious,24,[0.5054224133491516 0.5761253237724304 -0.778934121131897 ... 0.0 0.0 0.0]
victorious,24,[0.5066114664077759 0.5765493512153625 -0.910781741142273 ... 0.0 0.0 0.0]
victorious,24,[0.5067030787467957 0.5766968131065369 -0.974432647228241 ... 0.0 0.0 0.0]
victorious,24,[0.5068044662475586 0.5753487944602966 -0.8159428834915161 ... 0.0 0.0 0.0]
victorious,24,[0.5068042278289795 0.5739211440086365 -0.8212105631828308 ... 0.0 0.0 0.0]
victorious,24,[0.5067578554153442 0.5725982189178467 -0.7376014590263367 ... 0.0 0.0 0.0]
victorious,24,[0.5068643689155579 0.5726019144058228 -0.7634274363517761 ... 0.0 0.0 0.0]
victorious,25,[0.508044421672821 0.5669869184494019 -0.8307188749313354 ... 0.0 0.0 0.0]
victorious,25,[0.5081628561019897 0.5675341486930847 -0.8476352691650391 ... 0.0 0.0 0.0]
victorious,25,[0.510593593120575 0.572743833065033 -0.89665687084198 ... 0.0 0.0 0.0]
victorious,25,[0.5105476379394531 0.5727413892745972 -0.8873026967048645 ... 0.0 0.0 0.0]
victorious,25,[0.5105074644088745 0.5726500153541565 -0.8289999961853027 ... 0.0 0.0 0.0]
victorious,25,[0.5105727910995483 0.5727649927139282 -0.8147748112678528 ... 0.0 0.0 0.0]
victorious,25,[0.5105791687965393 0.5727652311325073 -0.8034437894821167 ... 0.0 0.0 0.0]
victorious,25,[0.5103448033332825 0.5725702047348022 -0.8518095016479492 ... 0.0 0.0 0.0]
victorious,25,[0.5102031230926514 0.5709457993507385 -0.864427924156189 ... 0.0 0.0 0.0]
victorious,25,[0.5099208354949951 0.5707446932792664 -0.8635176420211792 ... 0.0 0.0 0.0]
victorious,25,[0.5093846321105957 0.5707257986068726 -0.8077913522720337 ... 0.0 0.0 0.0]
victorious,25,[0.509175181388855 0.5706174969673157 -0.8072458505630493 ... 0.0 0.0 0.0]
victorious,25,[0.5086265206336975 0.5688375234603882 -0.8607441782951355 ... 0.0 0.0 0.0]
victorious,25,[0.5089536905288696 0.5704544186592102 -0.8171617388725281 ... 0.0 0.0 0.0]
victorious,25,[0.5083460211753845 0.5703005194664001 -0.8149259686470032 ... 0.0 0.0 0.0]
victorious,25,[0.5085354447364807 0.5694903135299683 -0.810144305229187 ... 0.0 0.0 0.0]
victorious,25,[0.5085862278938293 0.5687478184700012 -0.8017662167549133 ... 0.0 0.0 0.0]
victorious,25,[0.5085815787315369 0.5685226321220398 -0.8977361917495728 ... 0.0 0.0 0.0]
victorious,25,[0.5085850358009338 0.5685079097747803 -0.8875033259391785 ... 0.0 0.0 0.0]
victorious,25,[0.5087038278579712 0.5685259103775024 -0.7657126188278198 ... 0.0 0.0 0.0]
victorious,25,[0.5087031722068787 0.56852787733078 -0.7775996923446655 ... 0.0 0.0 0.0]
victorious,25,[0.5096157193183899 0.5685493350028992 -0.7583407163619995 ... 0.0 0.0 0.0]
victorious,25,[0.5097675323486328 0.5689486265182495 -0.8882706761360168 ... 0.0 0.0 0.0]
victorious,25,[0.5098375082015991 0.5700500011444092 -0.8584331274032593 ... 0.0 0.0 0.0]
victorious,25,[0.5103698372840881 0.5715326070785522 -0.8570712804794312 ... 0.0 0.0 0.0]
victorious,25,[0.51040118932724 0.571976363658905 -0.8691698908805847 ... 0.0 0.0 0.0]
victorious,25,[0.5104752779006958 0.5720052719116211 -0.8665447235107422 ... 0.0 0.0 0.0]
victorious,25,[0.5104755163192749 0.5724369883537292 -0.9138723611831665 ... 0.0 0.0 0.0]
victorious,25,[0.5104809403419495 0.5726537704467773 -0.9089158773422241 ... 0.0 0.0 0.0]
victorious,25,[0.510523796081543 0.5725538730621338 -0.8985792994499207 ... 0.0 0.0 0.0]
victorious,26,[0.5110575556755066 0.5689969658851624 -0.9217131733894348 ... 0.0 0.0 0.0]
victorious,26,[0.5110309720039368 0.5694926977157593 -1.0214965343475342 ... 0.0 0.0 0.0]
victorious,26,[0.5110760927200317 0.5694192051887512 -0.917535126209259 ... 0.0 0.0 0.0]
victorious,26,[0.510262131690979 0.5696611404418945 -0.9379386901855469 ... 0.0 0.0 0.0]
victorious,26,[0.5096856355667114 0.569463312625885 -0.8648463487625122 ... 0.0 0.0 0.0]
victorious,26,[0.5095049142837524 0.5693592429161072 -0.7489410042762756 ... 0.0 0.0 0.0]
victorious,26,[0.5085904598236084 0.5684751272201538 -0.7312472462654114 ... 0.0 0.0 0.0]
victorious,26,[0.5075291395187378 0.5681707859039307 -0.7598227262496948 ... 0.0 0.0 0.0]
victorious,26,[0.5056020617485046 0.5682119727134705 -0.7814491987228394 ... 0.0 0.0 0.0]
victorious,26,[0.5051619410514832 0.5676950812339783 -0.772571861743927 ... 0.0 0.0 0.0]
victorious,26,[0.5044010877609253 0.567686915397644 -0.7825368642807007 ... 0.0 0.0 0.0]
victorious,26,[0.5039636492729187 0.5676848292350769 -0.8067504167556763 ... 0.0 0.0 0.0]
victorious,26,[0.5110796689987183 0.5696644186973572 -0.9843189120292664 ... 0.0 0.0 0.0]
victorious,26,[0.5040061473846436 0.567229151725769 -0.8103302121162415 ... 0.0 0.0 0.0]
victorious,26,[0.504265308380127 0.5672084093093872 -0.8470045328140259 ... 0.0 0.0 0.0]
victorious,26,[0.5051336288452148 0.5672218203544617 -0.78132563829422 ... 0.0 0.0 0.0]
victorious,26,[0.5052659511566162 0.5671951770782471 -0.7980822324752808 ... 0.0 0.0 0.0]
victorious,26,[0.5053316354751587 0.5671822428703308 -0.8004131317138672 ... 0.0 0.0 0.0]
victorious,26,[0.5036565661430359 0.5671870112419128 -0.9004004597663879 ... 0.0 0.0 0.0]
victorious,26,[0.5029152631759644 0.5672356486320496 -0.8843480944633484 ... 0.0 0.0 0.0]
victorious,26,[0.5029453039169312 0.5672513842582703 -0.872663140296936 ... 0.0 0.0 0.0]
victorious,26,[0.5024052858352661 0.5678948760032654 -0.8131716847419739 ... 0.0 0.0 0.0]
victorious,26,[0.5020707845687866 0.5678907036781311 -0.816163182258606 ... 0.0 0.0 0.0]
victorious,26,[0.5111974477767944 0.5696505904197693 -0.9495366811752319 ... 0.0 0.0 0.0]
victorious,26,[0.5112481713294983 0.5699141025543213 -0.9105925559997559 ... 0.0 0.0 0.0]
victorious,26,[0.5113664269447327 0.5699325799942017 -0.8247444033622742 ... 0.0 0.0 0.0]
victorious,26,[0.5116598606109619 0.5699899196624756 -0.8363388776779175 ... 0.0 0.0 0.0]
victorious,26,[0.5116633176803589 0.5700283646583557 -0.8561393618583679 ... 0.0 0.0 0.0]
victorious,26,[0.5119003653526306 0.5700365304946899 -0.8565198183059692 ... 0.0 0.0 0.0]
victorious,26,[0.5118264555931091 0.5695555210113525 -0.9280538558959961 ... 0.0 0.0 0.0]
victorious,27,[0.5020767450332642 0.5681136250495911 -0.8179324865341187 ... 0.0 0.0 0.0]
victorious,27,[0.5015982389450073 0.5682066679000854 -0.7354093194007874 ... 0.0 0.0 0.0]
victorious,27,[0.5018287897109985 0.5912200808525085 -0.8363010287284851 ... 0.0 0.0 0.0]
victorious,27,[0.5014246702194214 0.5935984253883362 -0.7159547805786133 ... 0.0 0.0 0.0]
victorious,27,[0.5003687739372253 0.5937257409095764 -0.7461429238319397 ... 0.0 0.0 0.0]
victorious,27,[0.5003896951675415 0.5932624340057373 -0.66307532787323 ... 0.0 0.0 0.0]
victorious,27,[0.500472903251648 0.5927307605743408 -0.708855390548706 ... 0.0 0.0 0.0]
victorious,27,[0.5003870725631714 0.5921607613563538 -0.7817986607551575 ... 0.0 0.0 0.0]
victorious,27,[0.5003350973129272 0.5917174220085144 -0.7113168835639954 ... 0.0 0.0 0.0]
victorious,27,[0.5005509257316589 0.5902570486068726 -0.6796232461929321 ... 0.0 0.0 0.0]
victorious,27,[0.5006025433540344 0.590072751045227 -0.6756647229194641 ... 0.0 0.0 0.0]
victorious,27,[0.5008487701416016 0.5899948477745056 -0.7508266568183899 ... 0.0 0.0 0.0]
victorious,27,[0.5016397833824158 0.5671632289886475 -0.757738471031189 ... 0.0 0.0 0.0]
victorious,27,[0.5008525252342224 0.5898439884185791 -0.7544921636581421 ... 0.0 0.0 0.0]
victorious,27,[0.5010493993759155 0.5896159410476685 -0.6819704174995422 ... 0.0 0.0 0.0]
victorious,27,[0.5010651350021362 0.5891479253768921 -0.7246653437614441 ... 0.0 0.0 0.0]
victorious,27,[0.5010815858840942 0.589011013507843 -0.7624112367630005 ... 0.0 0.0 0.0]
victorious,27,[0.501168429851532 0.5881787538528442 -0.727820634841919 ... 0.0 0.0 0.0]
victorious,27,[0.5011762380599976 0.5881202816963196 -0.7251268029212952 ... 0.0 0.0 0.0]
victorious,27,[0.5012956261634827 0.5880317687988281 -0.7477158904075623 ... 0.0 0.0 0.0]
victorious,27,[0.5016204714775085 0.5879703760147095 -0.745608925819397 ... 0.0 0.0 0.0]
victorious,27,[0.5016225576400757 0.5879056453704834 -0.7434150576591492 ... 0.0 0.0 0.0]
victorious,27,[0.5021240711212158 0.5878680348396301 -0.7014161348342896 ... 0.0 0.0 0.0]
victorious,27,[0.5018763542175293 0.5673752427101135 -0.6478638052940369 ... 0.0 0.0 0.0]
victorious,27,[0.5021234750747681 0.5685060024261475 -0.6286202669143677 ... 0.0 0.0 0.0]
victorious,27,[0.5022193193435669 0.5701169967651367 -0.6436562538146973 ... 0.0 0.0 0.0]
victorious,27,[0.5019818544387817 0.5757741928100586 -0.6714282035827637 ... 0.0 0.0 0.0]
victorious,27,[0.5018722414970398 0.5792587399482727 -0.6895078420639038 ... 0.0 0.0 0.0]
victorious,27,[0.5018230080604553 0.5842717289924622 -0.8777521252632141 ... 0.0 0.0 0.0]
victorious,27,[0.5018831491470337 0.5893605351448059 -0.8620411157608032 ... 0.0 0.0 0.0]
victorious,28,[0.5021275877952576 0.5878258347511292 -0.7047342658042908 ... 0.0 0.0 0.0]
victorious,28,[0.5036648511886597 0.586732029914856 -0.7440217137336731 ... 0.0 0.0 0.0]
victorious,28,[0.5042626261711121 0.5858216881752014 -0.8013397455215454 ... 0.0 0.0 0.0]
victorious,28,[0.504184901714325 0.5857126712799072 -0.7713190317153931 ... 0.0 0.0 0.0]
victorious,28,[0.504289984703064 0.585705041885376 -0.7636224031448364 ... 0.0 0.0 0.0]
victorious,28,[0.5043632388114929 0.5852850675582886 -0.7050477266311646 ... 0.0 0.0 0.0]
victorious,28,[0.5038024187088013 0.584843635559082 -0.7078253626823425 ... 0.0 0.0 0.0]
victorious,28,[0.5028366446495056 0.584450900554657 -0.721551775932312 ... 0.0 0.0 0.0]
victorious,28,[0.5018981695175171 0.5836157202720642 -0.7079664468765259 ... 0.0 0.0 0.0]
victorious,28,[0.5010278224945068 0.5827056169509888 -0.7683637738227844 ... 0.0 0.0 0.0]
victorious,28,[0.5010254979133606 0.582416832447052 -0.7453142404556274 ... 0.0 0.0 0.0]
victorious,28,[0.5012034773826599 0.5799667835235596 -0.8057605624198914 ... 0.0 0.0 0.0]
victorious,28,[0.503991961479187 0.5861328840255737 -0.7445830702781677 ... 0.0 0.0 0.0]
victorious,28,[0.5014488101005554 0.5798908472061157 -0.7870486974716187 ... 0.0 0.0 0.0]
victorious,28,[0.5015629529953003 0.5798812508583069 -0.8350399136543274 ... 0.0 0.0 0.0]
victorious,28,[0.5018853545188904 0.5787057876586914 -0.8127534985542297 ... 0.0 0.0 0.0]
victorious,28,[0.5019761323928833 0.5772097706794739 -0.7814297080039978 ... 0.0 0.0 0.0]
victorious,28,[0.5021991729736328 0.5771968364715576 -0.8553085327148438 ... 0.0 0.0 0.0]
victorious,28,[0.502212643623352 0.5772401690483093 -0.7631736993789673 ... 0.0 0.0 0.0]
victorious,28,[0.5021462440490723 0.5776047110557556 -0.7708505988121033 ... 0.0 0.0 0.0]
victorious,28,[0.5024727582931519 0.5772903561592102 -0.780895471572876 ... 0.0 0.0 0.0]
victorious,28,[0.5023193359375 0.5775539875030518 -0.6907305121421814 ... 0.0 0.0 0.0]
victorious,28,[0.5020599365234375 0.5782882571220398 -0.7647297382354736 ... 0.0 0.0 0.0]
victorious,28,[0.5044476389884949 0.5855187177658081 -0.6962535977363586 ... 0.0 0.0 0.0]
victorious,28,[0.5044036507606506 0.5845260620117188 -0.6483649015426636 ... 0.0 0.0 0.0]
victorious,28,[0.5041681528091431 0.5844260454177856 -0.673869252204895 ... 0.0 0.0 0.0]
victorious,28,[0.5041873455047607 0.5848394632339478 -0.6864520311355591 ... 0.0 0.0 0.0]
victorious,28,[0.5041884183883667 0.5859358310699463 -0.713163435459137 ... 0.0 0.0 0.0]
victorious,28,[0.5041882395744324 0.5860643982887268 -0.7200568914413452 ... 0.0 0.0 0.0]
victorious,28,[0.5041676759719849 0.5859537124633789 -0.719998300075531 ... 0.0 0.0 0.0]
victorious,29,[0.5015803575515747 0.5787202715873718 -0.7387961149215698 ... 0.0 0.0 0.0]
victorious,29,[0.5006815791130066 0.5789388418197632 -0.806958019733429 ... 0.0 0.0 0.0]
victorious,29,[0.5008490085601807 0.5793312788009644 -0.7749611139297485 ... 0.0 0.0 0.0]
victorious,29,[0.5008758902549744 0.5793954133987427 -0.7141517400741577 ... 0.0 0.0 0.0]
victorious,29,[0.5008753538131714 0.5795623660087585 -0.8015569448471069 ... 0.0 0.0 0.0]
victorious,29,[0.5008927583694458 0.5795690417289734 -0.7374245524406433 ... 0.0 0.0 0.0]
victorious,29,[0.5008355379104614 0.5796365141868591 -0.7379990220069885 ... 0.0 0.0 0.0]
victorious,29,[0.5009547472000122 0.5795522928237915 -0.7459706664085388 ... 0.0 0.0 0.0]
victorious,29,[0.5010820627212524 0.5794206857681274 -0.8068323135375977 ... 0.0 0.0 0.0]
victorious,29,[0.5010864734649658 0.5790500044822693 -0.8126876950263977 ... 0.0 0.0 0.0]
victorious,29,[0.5010949373245239 0.5790501236915588 -0.7894008159637451 ... 0.0 0.0 0.0]
victorious,29,[0.5011947154998779 0.5790497660636902 -0.7905305624008179 ... 0.0 0.0 0.0]
victorious,29,[0.5006793737411499 0.5789819955825806 -0.9063125848770142 ... 0.0 0.0 0.0]
victorious,29,[0.5011052489280701 0.5790809988975525 -0.7822735905647278 ... 0.0 0.0 0.0]
victorious,29,[0.5011400580406189 0.5790693759918213 -0.8026169538497925 ... 0.0 0.0 0.0]
victorious,29,[0.5011162161827087 0.5790151357650757 -0.8007067441940308 ... 0.0 0.0 0.0]
victorious,29,[0.5009927749633789 0.5787956118583679 -0.7996240258216858 ... 0.0 0.0 0.0]
victorious,29,[0.501057505607605 0.5788390040397644 -0.8344545364379883 ... 0.0 0.0 0.0]
victorious,29,[0.5010548830032349 0.5788378119468689 -0.8679896593093872 ... 0.0 0.0 0.0]
victorious,29,[0.5009762048721313 0.5782263278961182 -0.8197399973869324 ... 0.0 0.0 0.0]
victorious,29,[0.5009946823120117 0.5770993828773499 -0.8797720670700073 ... 0.0 0.0 0.0]
victorious,29,[0.5010875463485718 0.5749071836471558 -0.803261399269104 ... 0.0 0.0 0.0]
victorious,29,[0.5063313245773315 0.5744984149932861 -0.8041661977767944 ... 0.0 0.0 0.0]
victorious,29,[0.500676691532135 0.5789714455604553 -0.8900492787361145 ... 0.0 0.0 0.0]
victorious,29,[0.5004863739013672 0.5787192583084106 -0.8659731149673462 ... 0.0 0.0 0.0]
victorious,29,[0.5004885196685791 0.5787297487258911 -0.8437641263008118 ... 0.0 0.0 0.0]
victorious,29,[0.5004463791847229 0.578754186630249 -0.7495951652526855 ... 0.0 0.0 0.0]
victorious,29,[0.5006556510925293 0.5788402557373047 -0.7554013729095459 ... 0.0 0.0 0.0]
victorious,29,[0.500893771648407 0.5794132947921753 -0.7926377058029175 ... 0.0 0.0 0.0]
victorious,29,[0.5008727312088013 0.5794748663902283 -0.7472605109214783 ... 0.0 0.0 0.0]
victorious,3,[0.5256586670875549 0.5593757629394531 -0.7616786360740662 ... 0.0 0.0 0.0]
victorious,3,[0.5250171422958374 0.5606042742729187 -0.7378125190734863 ... 0.0 0.0 0.0]
victorious,3,[0.5210155248641968 0.5638188719749451 -0.7393094301223755 ... 0.0 0.0 0.0]
victorious,3,[0.5200390219688416 0.5647677183151245 -0.7358691692352295 ... 0.0 0.0 0.0]
victorious,3,[0.5200229287147522 0.5650634169578552 -0.7194211483001709 ... 0.0 0.0 0.0]
victorious,3,[0.5202346444129944 0.5655091404914856 -0.7169227004051208 ... 0.0 0.0 0.0]
victorious,3,[0.5195014476776123 0.5659177303314209 -0.7183226346969604 ... 0.0 0.0 0.0]
victorious,3,[0.5141103267669678 0.5659263730049133 -0.7233709692955017 ... 0.0 0.0 0.0]
victorious,3,[0.5112105011940002 0.5659525394439697 -0.7138336300849915 ... 0.0 0.0 0.0]
victorious,3,[0.5094267129898071 0.5661319494247437 -0.7142095565795898 ... 0.0 0.0 0.0]
